"id","content"
490,"Sebegitu lucunya kamu, sampai aku ingin membunuhmu."
491,"Hehehehe"
492,"Hahahahaha"
493,"Selalu ada keadilan di sampingku"
494,"Kita tidak boleh membiarkan orang jahat itu pergi"
495,"Aku memiliki semuanya. Oleh karena itu aku akan menyelesaikan tanggung jawab ini."
496,"Aku ada untuk membetulkan yang salah."
497,"Bukti yang benar akan kuperlihatkan dengan kemenangan."
498,"Kamu bukan tipe orang yang bisa dipercaya, tapi aku mengakui kekuatan itu."
499,"Aku benar-benar berfikir bahwa kamu keluar sebagai urutan tertinggi."
500,"Itu ...Eh ! Kenapa aku berada ditempat seperti ini..."
501,"Mmmmm, maaf. Kalau battle(bertempur) itu di luar kemampuanku."
502,"Aku tidak pernah mendengar yang seperti itu..."
503,"Mau jadi apa, terserah !"
504,"Kekuatan ilmu pengetahuanku tak tertandingi ! ...Aku tidak cocok "
505,"A, Ayn ? Tunggu, berhenti kamu !"
506,"Maaf, aku akan segera pergi."
507,"Sampai terlibat hal yang seperti ini, terima kasih."
508,"Lhoh, kamu masih ada. Karena sudah bersusah payah bagaimana kalau kamu pergi ? "
509,"Aku mau mengakhiri ini semua."
510,"Aku tidak ada perlu dengan bawahan"
511,"Tidak ada gunanya bicara sama kamu. Matilah kau."
512,"Dunia yang busuk, jadi artinya cara ini adalah yang paling bagus."
513,"Akan kubunuh kau dihadapanku."
514,"Dimanapun kamu berada, kamu hanyalah anak pengganggu saja."
515,"Wujud asli goblin ternyata adalah anak kecil."
516,"Kamu tidak perlu dikasihani !"
517,"Aku tidak perlu kesialan lebih dari ini."
518,"Jasnya bagus, cocok sekali"
519,"Bunga, kematian, apel..."
520,"Melodi ini, dari mana datangnya ?"
521,"Ah, suara setan itu terdengar kembali ! Sampai mana kamu akan memojokkanku."
522,"Sakit selai rasanya ...Siapapun, tolong aku."
523,"Adu du duh..."
524,"Kau membuatku muak "
525,"Tenanglah Evelyn. Ada aku di sini."
526,"Cukup ! Tinggalkan aku sendirian."
527,"Bisa menjadi lawan seperti ini adalah suatu kehormatan. "
528,"Kehidupan itu begitu pendek, tidakkah kamu berfikir seperti itu ?"
529,"Tolong dengan lembut."
530,"karena dunia ini sementara, indah kan ?"
531,"Jadi, sudah waktunya selesai."
532,"Suatu saat ada waktunya aku harus berterima kasih kepadamu."
533,"Ketika kamu teringat semuanya, Putri Suci itu..."
534,"Melody mengalir antara hidup dan mati. Akan ku Mainkan !"
535,"Orang bijak memainkan alat musik, orang bodoh yang mendengarkan. Seperti itulah hubungan kita."
536,"Akan aku perdengarkan berkali-kali melodi balas dendam yang  indah ini."
537,"Balas dendam adalah seperti melodi yang di ulang-ulang."
538,"Seperti halnya lagu, kehidupanpun juga memiliki akhir."
539,"Akan aku perdengarkan kepada kamu nada warna Zazie ini."
540,"Salah di mananya ?"
541,"Jadi, bagaimana kalau kembali berobat ?"
542,"Suntikanya tidak sakit kok."
543,"Dimanapu tidak ada yang asalah, bisakah kamu pergi ?"
544,"Aaaa ...perasaanku tidak enak. Suara itu terdengar kembali olehku."
545,"Aku bukan mama kamu !"
546,"Waaa,, mama yang baik. Hei, main yuk !"
547,"Aku ingat. Kamu..."
548,"Siapapun tidak bisa melawan kehendak Tuhan"
549,"Demi dunia, tuhan menginginkan kita berperang."
550,"Tekad itu palsu, semuanya itu adalah takdir."
551,"Kehendakku adalah kehendak Tuhan"
552,"Yang membuat masa depan adalah dewa."
553,"Perlihatkan kekuatan kamu "
554,"Akan ku berikan kamu hukuman special."
555,"Untuk bertarung itu membutuhkan darah..."
556,"Gara-gara kamu, semua orang jadi menderita."
557,"Apakah kamu mau bermain denganku ?"
558,"Mari kita bersenang-senang. Karena hidup ini pendek."
559,"Hei, kamu pasti suka ha-hal yang menyenangkan bukan ?"
560,"Aku hidup demi sebuah kesenangan, kamu sendiri juga seperti itu kan ?"
561,"Andaikan sekarang akan menyenangkan, di manapun ini berakhir aku tidak peduli."
562,"Jika untuk mengingat masa-masa yang sudah berlalu, aku tidak bisa."
563,"Birgit, aku datang untuk menjemputmu."
564,"Bisa bertemu kembali di tempat ini, itu seperti takdir."
565,"Kecantikan adalah nilai kekuasaan."
566,"Kecantikan adalah kemenangan atas kematian."
567,"Dunia yang indah ini ada untuk saya"
568,"Jangan marahi aku, dasar orang jelek"
569,"Kecantikan adalah harmonisasi etika dari prajurit."
570,"Ini adalah Birgitte, seperti biasa selalu anggun."
571,"Jangan lupa tugas kamu ya, Kuhn."
572,"Setiap hari berlalu seperti busa"
573,"Aku benar-benar mendangar suara seseorang."
574,"Dunia yang tidak ada rasa kesakitan, kesedihan, apakah disana lebih berwarna ?"
575,"Jika kamu menunggu di sini, mungkin akan ada perubahan."
576,"Jika musim dingin datang, semua bunga akan menjadi layu."
577,"Hmmm..."
578,"Aaaa..."
579,"Tuan......"
580,"Saya..."
581,"......"
582,"Lama tidak berjumpa ya, Charlotte."
583,"Apakah kamu baik-baik saja, Charlotte."
584,
585,
586,
587,
588,
589,
590,
591,
592,
593,
594,
595,
596,
597,
598,
599,
600,
601,
602,
603,
604,
605,
606,
607,
608,
609,
610,
611,
612,
613,
614,
615,
616,
617,
